W3181,,Genome count,PMID,Product Descriptor,GENE,Alias,Role,Regulated by,Essentiality Class in MR-1,FIG Function,FIG Subsystem,CAZY,family,Merops family,cofactor (organic),cofactor (inorganic,substrate,Transport Family,EC NUMBER,evolution,Genome count,Localization,Group ID
W3181_0105,,18,,chemotaxis signal transduction system methyl accepting sensory transducer,,,Chemotaxis,,Dispensable,Methyl-accepting chemotaxis protein,,,,,,,,,,,1,IM 2 TM,Shw07038
W3181_0106,,21,,osmolarity-responsive two component signal transduction system histidine kinase EnvZ,envZ,,2CP HK - osmolarity,,Dispensable,Osmolarity sensory histidine kinase EnvZ,,,,,ATP,,,,2.7.13.3,no OS155,1,IM 2 TM,Shw07209
W3181_0107,,21,,osmolarity-responsive two component signal transduction system response regulator OmpR,ompR,,2CP RR- osmolarity,,Dispensable,Two-component system response regulator OmpR,,,,,,,,,,no OS155,1,cyt-IM assoc,Shw07208
W3181_0108,,22,,transcription elongation factor GreB,greB,,Transcription factors,,Dispensable,Transcription elongation factor GreB,CBSS-243265.1.peg.198; <br>Transcription factors bacterial,,,,,,,,,core,1,cyt,Shw03715b
W3181_0109,,22,,transcriptional accessory protein Tex,tex,,,,Dispensable,Transcription accessory protein (S1 RNA-binding domain),CBSS-243265.1.peg.198; <br>Cell division-ribosomal stress proteins cluster; <br>ZZ gjo need homes,,,,,,,,,core,1,cyt,Shw07381
W3181_0110,,20,,membrane sulfatase HI1246 family,,,Suflur metabolism,,Dispensable,Phosphoglycerol transferase I (EC 2.7.8.20),Synthesis of osmoregulated periplasmic glucans,,,,,,,,3.1.6.-,,1,IM 5 TM,Shw07131
W3181_0111,,22,,glutamine rich protein,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw07380
W3181_0112,,22,,biotin biosynthesis carboxylesterase BioH,bioH,,Cofactor synth - biotin,,Unknown,Biotin synthesis protein bioH,Biotin biosynthesis,,,S33,,,,,3.1.1.1,core,1,cyt,Shw07379
W3181_0113,,22,,predicted phosphoribosyltransferase ComF family,,,Competence,,Dispensable,Competence protein F homolog phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy,Glutaredoxins,,,,,,,,2.4.2.-,core,1,cyt,Shw07378
W3181_0114,,11,,transcriptional regulator LuxR family,,,Sensory transduction,,Dispensable,Transcriptional regulator LuxR family,,,LuxR,,,,,,,,1,cyt,Shw06618
W3181_0115,,11,,two component signal transduction system response regulator,,,2CP RR,,Dispensable,DNA-binding response regulator ColR,,,OmpR,,,,,,,,1,cyt-IM assoc,Shw06619
W3181_0116,,11,,two component signal transduction system histidine kinase,,,2CP HK,,Dispensable,Probable two-component sensor,,,,,ATP,,,,2.7.13.3,,1,IM 2 TM,Shw06620
W3181_0117,,11,,nucleoside-specifc outer membrane porin Tsx family,,,Omp porin,,Dispensable,hypothetical protein,,,,,,,,1.B.10,,,1,OM,Shw06545
W3181_0118,,12,23078170,urocanate reductase UrdA,urdA,,Electron transfer: acceptor-urocanic acid,,Dispensable,Fumarate reductase flavoprotein subunit (EC 1.3.99.1),Succinate dehydrogenase,,,,FAD FMN,,,,,,1,LP-OM,Shw06726
W3181_0119,,22,,iron-sulfur cluster biogenesis scaffold protein NfuA,nfuA,yhgI gntY,Cofactor synth - FeS,,Unknown,NfuA Fe-S protein maturation,,,,,,,,,,core,1,cyt,Shw07377
W3181_0121,,1,,conserved hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,mobile - integron,1,cyt,W3181_0121
W3181_0122,,1,,hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,mobile - integron,1,peri,W3181_0122
W3181_0123,,22,,DNA damage-inducible multidrug and toxin efflux protein DinF,dinF,,Transport | export,,Dispensable,DNA-damage-inducible protein F,,,,,,,,2.A.66.1,,core,1,IM 12 TM,Shw07376
W3181_0124,,21,,carbohydrate esterase family 4,,,,,Dispensable,Polysaccharide deacetylase,,CE4,,,,,,,3.5.1.-,no Sden,1,peri,Shw07207
W3181_0125,,22,,cytochrome c oxidase biogenesis protein SenC,senC,,Electron transfer - O2 high concentration,,Dispensable,Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC putative copper metallochaperone,Biogenesis of cytochrome c oxidases,,,,,Cu,,,,core,1,IM 1 TM,Shw07375
W3181_0126,,22,,protoheme IX farnesyltransferase (heme O synthase) CtaB,ctaB,,Electron transfer - O2 high concentration,,Dispensable,Heme O synthase protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB,Biogenesis of cytochrome c oxidases; <br>CBSS-316057.3.peg.563,,,,,,,3.D.4.,2.5.1.-,core,1,IM 8 TM,Shw07374
W3181_0127,,22,,heme A synthase CtaA,ctaA,,Electron transfer - O2 high concentration,,Dispensable,Heme A synthase cytochrome oxidase biogenesis protein Cox15-CtaA,Biogenesis of cytochrome c oxidases,,,,,,,,,core,1,IM 8 TM,Shw07373a
W3181_0128,,22,,conserved hypothetical protein in aa3 type cytochrome c oxidase locus,,,Electron transfer - O2 high concentration,,Dispensable,hypothetical protein in Cytochrome oxidase biogenesis cluster,,,,,,,,,,core,1,IM 1 TM,Shw07372
W3181_0129,,22,,aa3 type cytochrome c oxidase biogenesis protein Surf1-like,,,Electron transfer - O2 high concentration,,Dispensable,Cytochrome oxidase biogenesis protein Surf1 facilitates heme A insertion,Biogenesis of cytochrome c oxidases; <br>CBSS-316057.3.peg.563,,,,,,,,,core,1,IM 2 TM,Shw07371
W3181_0129.1 W3181_4096,,22,,conserved hypothetical protein in cytochrome oxidase locus,,,Electron transfer - O2 high concentration,,Dispensable,hypothetical protein,,,,,,,,,,core,1,IM 2 TM,Shw07370
W3181_0130,,22,,aa3 type cytochrome c oxidase subunit III CoxC,coxC,,Electron transfer - O2 high concentration,Fnr,Dispensable,Cytochrome c oxidase polypeptide III (EC 1.9.3.1),CBSS-316057.3.peg.563; <br>Terminal cytochrome C oxidases,,,,,,,3.D.4,1.9.3.1,core,1,IM 7 TM,Shw07369
W3181_0131,,22,,aa3 type cytochrome c oxidase assembly protein CtaG,ctaG,,Electron transfer - O2 high concentration,Fnr,Dispensable,Cytochrome oxidase biogenesis protein Cox11-CtaG copper delivery to Cox1,Biogenesis of cytochrome c oxidases; <br>CBSS-316057.3.peg.563,,,,,,,,,core,1,IM 1 TM,Shw07368
W3181_0132,,22,,aa3 type cytochrome c oxidase subunit I CoxA,coxA,ctaD,Electron transfer - O2 high concentration,Fnr,Dispensable,Cytochrome c oxidase polypeptide I (EC 1.9.3.1),Terminal cytochrome C oxidases,,,,heme,Cu,,3.D.4,1.9.3.1,core,1,IM 12 TM,Shw07367
W3181_0133,,22,,aa3-type cytochrome c oxidase subunit II CoxB,coxB,ctaB,Electron transfer - O2 high concentration,Fnr,Dispensable,Cytochrome c oxidase polypeptide II (EC 1.9.3.1),CBSS-316057.3.peg.563; <br>Terminal cytochrome C oxidases,,,,heme c (2),,,3.D.4,1.9.3.1,core,1,IM 3 TM,Shw07366
W3181_0134,,22,,UV induced cell division inhibitor SulA,sulA,,stress - SOS,,Unknown,RecA/RadA recombinase,,,,,,,,,,core,1,cyt,Shw07365
W3181_0135,,22,,bifunctional transcriptional repressor of SOS-response/self-cleaving protease LexA,lexA,,1CP|repressor - SOS,,Dispensable Unclear In Ecoli,SOS-response repressor and protease LexA (EC 3.4.21.88),DNA repair bacterial; <br>DNA repair bacterial UmuCD system,,LexA,,,,,,3.4.21.88,core,1,cyt,Shw07364
W3181_0136,,22,,glycerol-3-phosphate O-acyltransferase PlsB,plsB,,Glycerolipid and Glycerophospholipid Metabolism,,Expected Essential,Glycerol-3-phosphate acyltransferase (EC 2.3.1.15),Glycerolipid and Glycerophospholipid Metabolism in Bacteria,,,,,,,,2.3.1.15,core,1,cyt-IM assoc,Shw07363
W3181_0137,,22,,high affinity tryptophan transporter Mtr,mtr,,Transport | uptake - tryptophan,,Dispensable,Tryptophan-specific transport protein,,,,,,,,2.A.42.1,,core,1,IM 11 TM,Shw07362
W3181_0138,,13,,ribonuclease T2,,,,,Dispensable,Ribonuclease T2 family,,,,,,,,,3.1.-.-,,1,peri,Shw06792
W3181_0139,,22,,UDP-N-acetylenolpyruvoylglucosamine reductase MurB,murB,,Peptidoglycan Biosynthesis,,Expected Essential,UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158),Peptidoglycan Biosynthesis; <br>UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis,,,,FAD; NADP,,UDP-N-acetylmuramate,,1.1.1.158,core,1,cyt,Shw00164
W3181_0140,,22,,bifunctional biotin operon repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,birA,,Cofactor biotin synth,,Expected Essential,Biotin-protein ligase (EC 6.3.4.15) / Biotin operon repressor,Biotin biosynthesis; <br>Biotin biosynthesis,,HTH_11,,,,,,6.3.4.15,core,1,cyt,Shw00165
W3181_0141,,22,,pantothenate kinase CoaA,coaA,panK,Cofactor Coenzyme A synth,,Expected Essential,Pantothenate kinase (EC 2.7.1.33),Coenzyme A Biosynthesis,,,,ATP,,,,2.7.1.33,core,1,cyt,Shw00166
W3181_0142,,21,,translation elongation factor Tu TufB,tufB,,Translation elongation factors,,Unknown,Translation elongation factor Tu,Translation elongation factors bacterial; <br>Universal GTPases,,,,GTP,,,,3.6.5.3,core (paralog),1,cyt,Shw00167b
W3181_0143,,22,,preprotein translocase subunit SecE,secE,,protein export - GSP,,Expected Essential,Preprotein translocase subunit SecE (TC 3.A.5.1.1),LSU ribosomal proteins cluster,,,,,,,3.A.5.1,,core,1,IM 3 TM,Shw00168
W3181_0144,,22,,transcription antitermination protein NusG,nusG,,Ribosome biogenesis - LSU,,Expected Essential,Transcription antitermination protein NusG,LSU ribosomal proteins cluster; <br>Transcription factors bacterial,,,,,,,,,core,1,cyt,Shw00169
W3181_0145,,21,,50S ribosomal protein L11 RplK,rplK,,Ribosome biogenesis - LSU,,New Essential,LSU ribosomal protein L11p (L12e),LSU ribosomal proteins cluster; <br>Ribosome LSU bacterial,,,,,,,,,core? (Sben missing),1,cyt,Shw00170
W3181_0146,,21,,50S ribosomal protein L1 RplA,rplA,,Ribosome biogenesis - LSU,,New Essential,LSU ribosomal protein L1p (L10Ae),LSU ribosomal proteins cluster; <br>Ribosome LSU bacterial,,,,,,,,,core? (Sben missing),1,cyt,Shw00171
W3181_0147,,22,,50S ribosomal protein L10 RplJ,rplJ,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L10p (P0),LSU ribosomal proteins cluster; <br>Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00172
W3181_0148,,22,,50S ribosomal protein L7/L12 RplL,rplL,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L7/L12 (P1/P2),LSU ribosomal proteins cluster; <br>Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00173
W3181_0149,,22,,DNA-directed RNA polymerase beta subunit RpoB,rpoB,,RNA polymerase,,Expected Essential,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),RNA polymerase bacterial,,,,,,,,2.7.7.6,core,1,cyt,Shw00174
W3181_0150,,22,,DNA-directed RNA polymerase beta' subunit RpoC,rpoC,,RNA polymerase,,Expected Essential,DNA-directed RNA polymerase beta-prime subunit (EC 2.7.7.6),RNA polymerase bacterial,,,,,,,,2.7.7.6,core,1,cyt,Shw00175
W3181_0151,,22,,30S ribosomal protein S12p RpsL,rpsL,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S12p (S23e),Ribosomal protein S12p Asp methylthiotransferase; <br>Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00176
W3181_0152,,22,,30S ribosomal protein S7 RpsG,rpsG,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S7p (S5e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00177
W3181_0153,,22,,translation elongation factor G FusA,fusA,,Translation elongation factors,,Expected Essential,Translation elongation factor G,Translation elongation factor G family; <br>Translation elongation factors bacterial; <br>Universal GTPases,,,,GTP,,,,3.6.5.3,core,1,cyt,Shw00178a
W3181_0154,,22,,translation elongation factor Tu TufA,tufA,,Translation elongation factors,,Dispensable Unclear In Ecoli,Translation elongation factor Tu,Translation elongation factors bacterial; <br>Universal GTPases,,,,GTP,,,,3.6.5.3,core,1,cyt,Shw00167a
W3181_0155,,22,,30S ribosomal protein S10 RpsJ,rpsJ,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S10p (S20e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00180
W3181_0156,,22,,50S ribosomal protein L3 RplC,rplC,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L3p (L3e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00181
W3181_0157,,22,,50S ribosomal protein L4 RplD,rplD,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L4p (L1e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00182
W3181_0158,,22,,50S ribosomal protein L23 RplW,rplW,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L23p (L23Ae),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00183
W3181_0159,,22,,50S ribosomal protein L2 RplB,rplB,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L2p (L8e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00184
W3181_0160,,22,,30S ribosomal protein S19 RpsS,rpsS,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S19p (S15e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00185
W3181_0161,,22,,50S ribosomal protein L22 RplV,rplV,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L22p (L17e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00186
W3181_0162,,22,,30S ribosomal protein S3 RpsC,rpsC,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S3p (S3e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00187
W3181_0163,,22,,50S ribosomal protein L16 RplP,rplP,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L16p (L10e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00188
W3181_0164,,22,,50S ribosomal protein L29 RpmC,rpmC,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L29p (L35e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00189
W3181_0165,,22,,30S ribosomal protein S17 RpsQ,rpsQ,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S17p (S11e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00190
W3181_0166,,22,,50S ribosomal protein L14 RplN,rplN,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L14p (L23e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00191
W3181_0167,,22,,50S ribosomal protein L24 RplX,rplX,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L24p (L26e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00192
W3181_0168,,22,,50S ribosomal protein L5 RplE,rplE,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L5p (L11e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00193
W3181_0169,,22,,30S ribosomal protein S14 RpsN,rpsN,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S14p (S29e) ## Zinc-independent,Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00194
W3181_0170,,22,,30S ribosomal protein S8 RpsH,rpsH,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S8p (S15Ae),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00195
W3181_0171,,22,,50S ribosomal protein L6 RplF,rplF,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L6p (L9e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00196
W3181_0172,,22,,50S ribosomal protein L18 RplR,rplR,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L18p (L5e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00197
W3181_0173,,22,,30S ribosomal protein S5 RpsE,rpsE,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S5p (S2e),Ribosomal protein S5p acylation; <br>Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00198
W3181_0174,,22,,50S ribosomal protein L30 RpmD,rpmD,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L30p (L7e),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00199
W3181_0175,,22,,50S ribosomal protein L15 RplO,rplO,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L15p (L27Ae),Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00200
W3181_0176,,22,,preprotein translocase subunit SecY,secY,,protein export - GSP,,Expected Essential,Preprotein translocase secY subunit (TC 3.A.5.1.1),,,,,,,,3.A.5.1,,core,1,IM 10 TM,Shw00201
W3181_0177,,21,,50S ribosomal protein L36 RpmJ,rpmJ,,Ribosome biogenesis - LSU,,Unknown,LSU ribosomal protein L36p,Ribosome LSU bacterial,,,,,,,,,core (Sben missing),1,cyt,Shw00202
W3181_0178,,22,,30S ribosomal protein S13 RpsM,rpsM,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S13p (S18e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00203
W3181_0179,,22,,30S ribosomal protein S11 RpsK,rpsK,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S11p (S14e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00204
W3181_0180,,22,,30S ribosomal protein S4 RpsD,rpsD,,Ribosome SSU,,Expected Essential,SSU ribosomal protein S4p (S9e),Ribosome SSU bacterial,,,,,,,,,core,1,cyt,Shw00205
W3181_0181,,22,,DNA-directed RNA polymerase alpha subunit RpoA,rpoA,,RNA polymerase,,Expected Essential,DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6),RNA polymerase bacterial,,,,,,,,2.7.7.6,core,1,cyt,Shw00206
W3181_0182,,22,,50S ribosomal protein L17 RplQ,rplQ,,Ribosome biogenesis - LSU,,Expected Essential,LSU ribosomal protein L17p,Ribosome LSU bacterial,,,,,,,,,core,1,cyt,Shw00207
W3181_0183^,,12,,conserved hypothetical protein,,,junk?,,,,,,,,,,,3.A.1,,,1,IM 1 TM,Shw06743
W3181_0184,,22,,ABC-type heme export system chaperone component CcmE,ccmE,,Chaperone periplasmic - heme,,Expected Essential,Cytochrome c-type biogenesis protein CcmE heme chaperone,Biogenesis of c-type cytochromes,,,,,,,,,core,1,peri,Shw00208
W3181_0185,,22,,ABC-type heme export system CcmE-interacting component CcmD,ccmD,,Transport | export ABC - heme,,Unknown,Cytochrome c-type biogenesis protein CcmD interacts with CcmCE,Biogenesis of c-type cytochromes,,,,,,,3.A.1.107,,core,1,IM 1 TM,Shw00209
W3181_0186,,22,,ABC-type heme export system permease component 2 CcmC,ccmC,,Transport | export ABC - heme,,Dispensable,Cytochrome c-type biogenesis protein CcmC putative heme lyase for CcmE,Biogenesis of c-type cytochromes,,,,,,,9.B.14,,core,1,IM 6 TM,Shw00210
W3181_0187,,22,,ABC-type heme export system permease component 1 CcmB,ccmB,,Transport | export ABC - heme,,Dispensable,ABC transporter involved in cytochrome c biogenesis CcmB subunit,Biogenesis of c-type cytochromes,,,,,,,3.A.1.107,,core,1,IM 6 TM,Shw00211
W3181_0188,,22,,ABC-type heme export system ATPase component CcmA,ccmA,,Transport | export ABC - heme,,Unknown,ABC transporter involved in cytochrome c biogenesis ATPase component CcmA,Biogenesis of c-type cytochromes,,,,ATP,,,3.A.1.107,3.6.3.41,core,1,cyt-IM assoc,Shw00212
W3181_0189,,22,,periplasmic monoheme cytochrome c5 ScyA,scyA,,cytochrome biogenesis,,Dispensable,Cytochrome c-type protein,,,,,heme c,,,,,core,1,peri,Shw00213
W3181_0190,,22,,apo-cytochrome c chaperone CcmI,ccmI,,cytochrome biogenesis - type I,,Dispensable,Cytochrome c heme lyase subunit CcmH,Biogenesis of c-type cytochromes; <br>Copper homeostasis,,,,,,,,,core,1,IM 2 TM,Shw00214
W3181_0191,,22,,cytochrome c synthetase cytochrome b containing quinol-haem oxidoreductase subunit CcmF,ccmF,,cytochrome biogenesis - type I,,Dispensable,Cytochrome c heme lyase subunit CcmF,Biogenesis of c-type cytochromes; <br>Copper homeostasis,,,,,,,9.B.14.1,,core,1,IM 15 TM,Shw00215
W3181_0192,,22,,cytochrome c maturation system membrane anchored thioredoxin CcmG,ccmG,,cytochrome biogenesis - type I,,Unknown,Cytochrome c-type biogenesis protein CcmG/DsbE thiol:disulfide oxidoreductase,Biogenesis of c-type cytochromes; <br>Periplasmic disulfide interchange,,,,,,,,,core,1,IM 1 TM,Shw00216
W3181_0193,,22,,cytochrome c synthetase subunit CcmH,ccmH,,cytochrome biogenesis - type I,,Dispensable,Cytochrome c heme lyase subunit CcmL,Biogenesis of c-type cytochromes,,,,,,,,,core,1,IM 1 TM,Shw00217
W3181_0194,,20,,cytochrome c-type biogenesis thioredoxin,,,cytochrome biogenesis - type I,,Dispensable,Thioredoxin,,,,,,,,,,mtr core,1,peri,Shw00218
W3181_0195,,13,,protein of unknown function DUF1993,,,stress - UV?,,Dispensable,hypothetical protein,,,,,,,,,,,1,cyt,Shw06811
W3181_0196,,8,,hypothetical protein,,,,,Unknown,hypothetical protein,,,,,,,,,,,1,cyt,Shw06419
W3181_0197,,3,,sodium:di- and tricarboxylate symporter,,,Transport Na Transport|symport - di- tricarboxylates,,,2-oxoglutarate/malate translocator,,,DAAS,,,,,2.A.47.3,,sput only,1,IM 12 TM,Shw04672
W3181_0198,,3,,hydro-lyases Fe-S type tartrate/fumarate subfamily alpha subunit,,,Electron transfer - fumarate,,,Fumarate hydratase class I aerobic (EC 4.2.1.2),Serine-glyoxylate cycle; <br>TCA Cycle,,,,,,,,,sput only,1,cyt,Shw04673
W3181_0199,,3,,two component signal transduction system response regulator CitB family,,,2CP RR - citrate/malate,,,Response regulator of citrate/malate metabolism,,,HTH_11,,,,,,,sput only,1,cyt,Shw04674
W3181_0200,,3,,two component signal transduction system histidine kinase CitA family,,,2CP -HK citrate/malate,,,Two-component sensor histidine kinase malate (EC 2.7.3.-),Pyruvate metabolism I: anaplerotic reactions PEP,,,,ATP,,,,2.7.13.3,sput only,1,IM 3 TM,Shw04675
W3181_0201,,3,,fumarate reductase membrane anchoring subunit FrdD,frdD,,Electron transfer - fumarate,,,Fumarate reductase subunit D,Succinate dehydrogenase,,,,,,,,1.3.99.1,sput only,1,IM 3 TM,Shw04676
W3181_0202,,3,,fumarate reductase membrane anchoring subunit FrdC,frdC,,Electron transfer - fumarate,,,Fumarate reductase subunit C,Succinate dehydrogenase,,,,,,,,1.3.99.1,sput only,1,IM 3 TM,Shw04677
